Event #,Case #,Incident Type,Date/Time Reported,Date/Time Occurred,Location,Disposition
2025012932,-,SUBJECT REFUSING TO LEAVE,3/10/25  6:39:46AM,3/10/25  6:39:46AM,604 ROSE AVE,DETAIL HANDLED: NO REPORT
2025012925,-,SUBJECT REFUSING TO LEAVE,3/10/25  1:04:41AM,3/10/25  1:04:41AM,757 WESTWOOD PZ,CANCELLED BY REPORTING PARTY
2025012921,25-0505,PROPERTY REPORT ONLY,3/10/25  12:00:00AM,3/10/25  12:00:00AM,"PARKING STRUCTURE 18, 820 WESTWOOD PZ",Unknown
2025012879,-,MISC PC CODE VIOLATION,3/9/25  10:23:26PM,3/9/25  10:23:26PM,"240 DE NEVE DR, Updated as of:",Unknown
2025012872,-,MISC PC CODE VIOLATION,3/9/25  10:01:09PM,3/9/25  10:01:09PM,425 WESTWOOD PZ,REPORT
2025012860,-,PATIENT WALK AWAY,3/9/25  9:16:28PM,3/9/25  9:16:28PM,757 WESTWOOD PZ,CANCELLED BY REPORTING PARTY
2025012843,-,LOST OR STOLEN VEHICLE,3/9/25  5:23:22PM,3/9/25  5:23:22PM,602 CHARLES E YOUNG DR E,DETAIL HANDLED: NO REPORT
2025012837,-,RECOVERED STOLEN VEHICLE,3/9/25  5:13:09PM,3/9/25  5:13:09PM,405 HILGARD AVE,INFORMATION ONLY
2025012834,-,UNAUTHORIZED SUBJECTS,3/9/25  4:56:46PM,3/9/25  4:56:46PM,110 WESTWOOD PZ,UNABLE TO LOCATE
2025012833,25-0503,PROPERTY REPORT ONLY,3/9/25  5:01:00PM,3/9/25  5:01:00PM,"RRMC ER, 757 WESTWOOD PZ",Unknown
2025012831,-,LOST OR STOLEN VEHICLE,3/9/25  4:44:01PM,3/9/25  4:44:01PM,602 CHARLES E YOUNG DR E,DETAIL HANDLED: NO REPORT
2025012829,-,MISSING PERSON(S),3/9/25  4:31:06PM,3/9/25  4:31:06PM,10700 DICKSON PZ,CANCELLED BY REPORTING PARTY
2025012822,25-0502,PROPERTY REPORT ONLY,3/9/25  3:23:00PM,3/9/25  3:23:00PM,"IN N OUT BURGER, 922 GAYLEY AVENUE",Unknown
2025012819,25-0501,PROPERTY REPORT ONLY,3/9/25  3:25:00PM,3/9/25  3:25:00PM,1260 16TH ST,Unknown
2025012792,25-0500,WARRANT ARREST,3/9/25  12:14:00PM,3/9/25  12:53:00PM,1299 BARRY AVE/TEXAS AVE,Unknown
2025012733,25-0499,FOLLOW UP INVESTIGATION,3/9/25  9:24:28AM,3/9/25  9:24:28AM,"MATHEMATICAL SCIENCES BUILDING, 520 PORTOLA PZ",OPEN CASE: TO BE ASSIGNED
2025012688,-,SUSPICIOUS CIRCUMSTANCES,3/9/25  4:43:52AM,3/9/25  4:43:52AM,351 CHARLES E YOUNG DR W,NON-CRIMINAL MATTER
2025012686,-,BURGLARY ALARM,3/9/25  3:48:49AM,3/9/25  3:48:49AM,200-BLOCK CHARLES E YOUNG DR N,NON-CRIMINAL MATTER
2025012685,-,BATTERY,3/9/25  1:45:38AM,3/9/25  1:45:38AM,611 GAYLEY AVE,REPORT
2025012683 2025012683,25-0498 25-0498,POSSESS CONTROLLED SUBSTANCE (2) DRIVING UNDER INFLUENCE ALCOHOL,3/9/25  1:25:00AM  3/9/25  1:25:00AM,3/9/25  1:25:00AM  3/9/25  1:25:00AM,"10949 WEYBURN AVE/BROXTON AVE, 10949 WEYBURN AVE/BROXTON AVE",Unknown
2025012676 2025012676,25-0497 25-0497,GIVE FALSE ID TO PO (2) WARRANT ARREST,3/9/25  12:21:00AM  3/9/25  12:21:00AM,3/9/25  12:21:00AM  3/9/25  12:21:00AM,"SCULPTURE GARDEN, 301 CHARLES E YOUNG DR E, SCULPTURE GARDEN, 301 CHARLES E YOUNG DR E",Unknown
2025012673,-,UNAUTHORIZED SUBJECTS,3/9/25  12:13:37AM,3/9/25  12:13:37AM,"570 WESTWOOD PZ, Updated as of:",Unknown
2025012655,25-0496,VANDALISM:DEFACE PROPERTY,3/8/25  11:07:00PM,3/8/25  11:07:00PM,"MATHEMATICAL SCIENCES BUILDING, 520 PORTOLA PZ",Unknown
2025012623,25-0504,MISCELLANEOUS INCIDENT REPORT,3/8/25  9:17:59PM,3/8/25  9:18:00PM,10977 ROEBLING AVE,Unknown
2025012622,-,ACTUAL FIRE,3/8/25  9:16:01PM,3/8/25  9:16:01PM,ROEBLING AVE/LEVERING AVE,REPORT TAKEN
2025012617,25-0495,SEXUAL BATTERY,3/8/25  4:15:00PM,3/8/25  4:20:00PM,300-BLOCK WESTWOOD PZ,Unknown
2025012613,-,UNAUTHORIZED SUBJECTS,3/8/25  6:19:35PM,3/8/25  6:19:35PM,1262 WESTWOOD BLVD,INFORMATION ONLY
2025012611,-,BURGLARY ALARM,3/8/25  4:40:19PM,3/8/25  4:40:19PM,1500-BLOCK S SEPULVEDA BLVD,PARTY
2025012595,-,UNAUTHORIZED SUBJECTS,3/8/25  2:20:40PM,3/8/25  2:20:40PM,111 DE NEVE DR,CANCELLED BY REPORTING PARTY
2025012582,-,DISTURBING THE PEACE,3/8/25  12:55:16PM,3/8/25  12:55:16PM,430 CHARLES E YOUNG DR W,DETAIL HANDLED: NO REPORT
2025012575,-,UNAUTHORIZED SUBJECTS,3/8/25  11:55:47AM,3/8/25  11:55:47AM,115 DE NEVE DR,INFORMATION ONLY
2025012573,-,BURGLARY ALARM,3/8/25  11:35:09AM,3/8/25  11:35:09AM,300-BLOCK DE NEVE DR,NON-CRIMINAL MATTER
2025012570,-,DISTURBING THE PEACE,3/8/25  11:03:42AM,3/8/25  11:03:42AM,221 WESTWOOD PZ,UNABLE TO LOCATE
2025012562,-,BURGLARY ALARM,3/8/25  8:38:30AM,3/8/25  8:38:30AM,10800-BLOCK LE CONTE AVE,CANCELLED BY REPORTING PARTY
2025012559,25-0494,PROPERTY REPORT ONLY,3/8/25  7:13:11AM,3/8/25  7:13:12AM,"UCLA POLICE STATION, 601 WESTWOOD PZ",Unknown
2025012555,-,BURGLARY ALARM,3/8/25  4:41:03AM,3/8/25  4:41:03AM,2200-BLOCK MICHIGAN AVE,NON-CRIMINAL MATTER
2025012548,25-0493,WARRANT ARREST,3/8/25  12:00:00AM,3/8/25  12:00:00AM,400 W BROADWAY,Unknown
2025012521,-,SUBJECT REFUSING TO LEAVE,3/7/25  10:50:09PM,3/7/25  10:50:09PM,10800 W PICO BLVD,WARNED OR ADVISED
2025012518,-,415 FIGHT,3/7/25  10:41:48PM,3/7/25  10:41:48PM,10995 LE CONTE AVE,CANCELLED BY REPORTING PARTY
2025012506,-,PATIENT WALK AWAY,3/7/25  9:11:34PM,3/7/25  9:11:34PM,1250 16TH ST,INFORMATION ONLY
2025012499,-,BURGLARY ALARM,3/7/25  8:43:00PM,3/7/25  8:43:00PM,"200-BLOCK CHARLES E YOUNG DR N, Updated as of:",Unknown
2025012479,-,BURGLARY ALARM,3/7/25  7:54:45PM,3/7/25  7:54:45PM,300-BLOCK DE NEVE DR,NON-CRIMINAL MATTER
2025012476 2025012476,25-0492 25-0492,THREATEN CRIME WITHINTENT TO TERRORIZE (2) TMU INVESTIGATION,3/7/25  7:12:00PM  3/7/25  7:12:00PM,3/7/25  7:12:00PM  3/7/25  7:12:00PM,"GLENROCK APARTMENTS 558, 558 GLENROCK AVE, GLENROCK APARTMENTS 558, 558 GLENROCK AVE",Unknown
2025012466 2025012466,25-0491 25-0491,18+ POSSESS MJ FOR SALE (2) POSSESS NARCOTIC CONTROLLED SUBSTANCE,3/7/25  6:11:00PM  3/7/25  6:11:00PM,3/7/25  6:11:00PM  3/7/25  6:11:00PM,"10899 WEYBURN AVE/WESTWOOD BLVD, 10899 WEYBURN AVE/WESTWOOD BLVD",Unknown
2025012460,25-0490,MENTAL DISORDER 72 HR OBSERVATION,3/7/25  4:54:00PM,3/7/25  6:03:00PM,700-BLOCK WESTWOOD PZ,Unknown
2025012444,-,DISTURBING THE PEACE,3/7/25  3:44:39PM,3/7/25  3:44:39PM,922 GAYLEY AVE,DETAIL HANDLED: NO REPORT
2025012427,25-0489,LOST PROPERTY REPORT,3/4/25  5:00:00AM,3/5/25  8:00:00AM,300 MEDICAL PZ,Unknown
2025012413,-,MISSING PERSON(S),3/7/25  12:18:10PM,3/7/25  12:18:10PM,200 MEDICAL PZ,DETAIL HANDLED: NO REPORT
2025012410,-,FIRE ALARM,3/7/25  11:45:06AM,3/7/25  11:45:06AM,"MELNITZ HALL, 235 CHARLES E YOUNG DR E",REPORT TAKEN
2025012402,-,UNAUTHORIZED SUBJECTS,3/7/25  11:05:41AM,3/7/25  11:05:41AM,420 WESTWOOD PZ,WARNED OR ADVISED
2025012400,25-0488,INJURY INVESTIGATION REPORT,3/6/25  11:35:00AM,3/7/25  10:59:00AM,240 CHARLES E YOUNG DR N,Unknown
2025012396,25-0487,PARAPHERNALIA - POSSESS UNLAWFUL,3/7/25  10:56:00AM,3/7/25  11:02:00AM,"HERSHEY HALL, 612 CHARLES E YOUNG DR E",Unknown
2025012362,-,SUSPICIOUS CIRCUMSTANCES,3/7/25  7:02:10AM,3/7/25  7:02:10AM,STRATHMORE DR/LEVERING AVE,NON-CRIMINAL MATTER
2025012343,-,UNAUTHORIZED SUBJECTS,3/7/25  1:11:12AM,3/7/25  1:11:12AM,10850 W PICO BLVD,WARNED OR ADVISED
2025012342,-,PATIENT WALK AWAY,3/7/25  1:05:47AM,3/7/25  1:05:47AM,757 WESTWOOD PZ,INFORMATION ONLY
2025012331,25-0486,MENTAL DISORDER 72 HR OBSERVATION,3/6/25  11:46:00PM,3/6/25  11:46:00PM,700-BLOCK WESTWOOD PZ,Unknown
2025012328,-,SUSPICIOUS CIRCUMSTANCES,3/6/25  11:35:20PM,3/6/25  11:35:20PM,900 WEYBURN PL,UNABLE TO LOCATE
2025012317 2025012317,25-0485 25-0485,WARRANT ARREST (2) MENTAL DISORDER 72 HR OBSERVATION,3/6/25  10:59:00PM  3/6/25  10:59:00PM,3/6/25  10:59:00PM  3/6/25  10:59:00PM,"245 DE NEVE DR, 200-BLOCK DE NEVE DR, Updated as of:",Unknown
2025012306,-,DISTURBING THE PEACE,3/6/25  10:14:46PM,3/6/25  10:14:46PM,715 GAYLEY AVE,INFORMATION ONLY
2025012294,-,MISDEMEANOR HIT AND RUN REPORT,3/6/25  9:04:11PM,3/6/25  9:04:11PM,GAYLEY AVE/STRATHMORE DR,DETAIL HANDLED: NO REPORT
2025012288,25-0484,PETTY THEFT - MAIL OR PACKAGE,3/5/25  2:30:00PM,3/6/25  8:25:00PM,"LAUREL, 920 WEYBURN PL",Unknown
2025012286,-,SUSPICIOUS CIRCUMSTANCES,3/6/25  8:10:06PM,3/6/25  8:10:06PM,885 TIVERTON DR,NON-CRIMINAL MATTER
2025012276,25-0483,INVESTIGATION,3/1/24  12:00:00AM,3/1/24  12:00:00AM,Restricted,Unknown
2025012250,-,SUSPICIOUS PACKAGE,3/6/25  2:49:18PM,3/6/25  2:49:18PM,808 HILGARD AVE,NON-CRIMINAL MATTER
2025012248,-,MISCELLANEOUS INCIDENT,3/6/25  2:29:15PM,3/6/25  2:29:15PM,445 CHARLES E YOUNG DR E #2520,DETAIL HANDLED: NO REPORT
2025012245,-,MISC PC CODE VIOLATION,3/6/25  1:38:31PM,3/6/25  1:38:31PM,601 WESTWOOD PZ,REFERRED TO OUTSIDE AGENCY
2025012244,-,SUBJECT REFUSING TO LEAVE,3/6/25  1:37:11PM,3/6/25  1:37:11PM,200 MEDICAL PZ,UNABLE TO LOCATE
2025012243,-,THREATS REPORT,3/6/25  1:34:55PM,3/6/25  1:34:55PM,405 HILGARD AVE,CANCELLED BY REPORTING PARTY
2025012242,-,TRAFFIC COLLISION INJURIES,3/6/25  1:25:10PM,3/6/25  1:25:10PM,301 CHARLES E YOUNG DR E,DETAIL HANDLED: NO REPORT
2025012240,25-0482,FORGERY: SIGN NAME OF ANOTHER OR FICTICIOUS PERSON,1/30/25  2:35:00PM,3/6/25  1:21:00PM,"UNIVERSITY CREDIT UNION MAIN BRANCH UCU, 1500 S SEPULVEDA BLVD",Unknown
2025012239,-,5150WIC,3/6/25  1:13:26PM,3/6/25  1:13:26PM,300-BLOCK MEDICAL PZ,DETAIL HANDLED: NO REPORT
2025012231,-,FIRE ALARM,3/6/25  12:56:22PM,3/6/25  12:56:22PM,"FACILITIES MANAGEMENT BUILDING, 731 CHARLES E YOUNG DR S",REPORT TAKEN
2025012223,-,MISCELLANEOUS SICK PATIENT,3/6/25  12:18:03PM,3/6/25  12:18:03PM,10833 LE CONTE AVE,DETAIL HANDLED: NO REPORT
2025012216,25-0481,TRAFFIC COLLISION REPORT,3/6/25  12:42:10PM,3/6/25  12:42:11PM,799 WESTWOOD PZ/STEIN PZ,Unknown
2025012215,-,FIRE ALARM,3/6/25  11:16:32AM,3/6/25  11:16:32AM,"KAUFMAN BUILDING, 120 WESTWOOD PZ",REPORT TAKEN
2025012166,-,FIRE ALARM,3/6/25  6:25:31AM,3/6/25  6:25:31AM,"REED NEUROLOGICAL RESEARCH CENTER, 710 WESTWOOD PZ",EVENT
2025012165,-,SUBJECT REFUSING TO LEAVE,3/6/25  6:22:14AM,3/6/25  6:22:14AM,1250 16TH ST,CANCELLED BY REPORTING PARTY
2025012163,-,BURGLARY ALARM,3/6/25  6:05:28AM,3/6/25  6:05:28AM,600-BLOCK CHARLES E YOUNG DR S,CANCELLED BY REPORTING PARTY
2025012162,-,FIRE ALARM,3/6/25  6:02:41AM,3/6/25  6:02:41AM,"SAWTELLE APARTMENTS, 3260 SAWTELLE BLVD, Updated as of:",Unknown
2025012153,-,SUBJECT REFUSING TO LEAVE,3/6/25  2:56:05AM,3/6/25  2:56:05AM,757 WESTWOOD PZ,DETAIL HANDLED: NO REPORT
2025012120,25-0480,MISSING PERSON REPORT,3/5/25  11:03:00PM,3/5/25  11:11:00PM,"RRMC ER, 757 WESTWOOD PZ",Unknown
2025012115,25-0479,LOST PROPERTY REPORT,3/5/25  10:59:00PM,3/5/25  10:59:00PM,"RIEBER VISTA, 280 DE NEVE DRIVE",Unknown
2025012112,-,BURGLARY ALARM,3/5/25  10:51:33PM,3/5/25  10:51:33PM,100-BLOCK DE NEVE DR,NON-CRIMINAL MATTER
2025012107,25-0478,MISDEMEANOR HIT AND RUN REPORT,3/5/25  10:38:42PM,3/5/25  10:38:42PM,"RONALD REAGAN UCLA MEDICAL CENTER, 757 WESTWOOD PZ",OPEN CASE: TO BE ASSIGNED
2025012103,-,UNAUTHORIZED SUBJECTS,3/5/25  10:09:08PM,3/5/25  10:09:08PM,401 CHARLES E YOUNG DR W,DETAIL HANDLED: NO REPORT
2025012081,-,SMELL OF GAS,3/5/25  7:47:22PM,3/5/25  7:47:22PM,"PARKING STRUCTURE 5, 302 SYCAMORE CT",REPORT TAKEN
2025012076 2025012076 2025012076,25-0477 25-0477 25-0477,CA REGS:BRING/MAINTAIN LARGE PERSONAL BELONGINGS (2) CA REGS:NON-AFFILIATE IN POSSESSION OF DANGEROUS WPN (3) MISCELLANEOUS CALIFORNIA CODE OF REGULATIONS,3/5/25  7:36:00PM  3/5/25  7:36:00PM  3/5/25  7:36:00PM,3/5/25  7:58:00PM  3/5/25  7:58:00PM  3/5/25  7:58:00PM,"BOELTER HALL, 580 PORTOLA PZ, BOELTER HALL, 580 PORTOLA PZ, BOELTER HALL, 580 PORTOLA PZ",Unknown
2025012074,-,KEEP THE PEACE,3/5/25  7:03:25PM,3/5/25  7:03:25PM,633 GAYLEY AVE,DETAIL HANDLED: NO REPORT
2025012067,-,SUSPICIOUS CIRCUMSTANCES,3/5/25  5:54:29PM,3/5/25  5:54:29PM,757 WESTWOOD PZ,INFORMATION ONLY
2025012061,-,BURGLARY ALARM,3/5/25  5:01:27PM,3/5/25  5:01:27PM,500-BLOCK PORTOLA PZ,NON-CRIMINAL MATTER
2025012047,25-0476,MISDEMEANOR HIT AND RUN REPORT,3/5/25  10:47:59AM,3/5/25  10:48:00AM,,Unknown
2025012040,25-0475,WARRANT ARREST,3/5/25  12:55:14PM,3/5/25  12:55:15PM,"MACGOWAN HALL, 245 CHARLES E YOUNG DR E",Unknown
2025012037,25-0474,BATTERY:SPOUSE/EX SPOUSE/DATE/ETC,3/5/25  12:07:00PM,3/5/25  12:46:00PM,"MEDICAL PLAZA 100 MANOUKIAN MEDICAL BLDG CLOSED: SUBJECT ARRESTED, 100 MEDICAL PZ",Unknown
2025012033,-,HAZARDOUS MATERIALS INCIDENT,3/5/25  11:42:56AM,3/5/25  11:42:56AM,"CENTER FOR HEALTH SCIENCES, 10833 LE CONTE AVE",REPORT TAKEN
2025012029,-,BURGLARY ALARM,3/5/25  11:14:13AM,3/5/25  11:14:13AM,500-BLOCK CHARLES E YOUNG DR E,NON-CRIMINAL MATTER
2025012017,-,HAZARDOUS MATERIALS INCIDENT,3/5/25  10:04:49AM,3/5/25  10:04:49AM,"YOUNG HALL, 607 CHARLES E YOUNG DR E",PARTY
2025012012,-,MISCELLANEOUS INCIDENT,3/5/25  9:27:03AM,3/5/25  9:27:03AM,"10920 WILSHIRE BLVD, Updated as of:",Unknown
2025012008,-,UNAUTHORIZED SUBJECTS,3/5/25  9:06:20AM,3/5/25  9:06:20AM,520 PORTOLA PZ,NON-CRIMINAL MATTER
2025011996,-,FIRE ALARM,3/5/25  7:58:13AM,3/5/25  7:58:13AM,"RONALD REAGAN UCLA MEDICAL CENTER, 757 WESTWOOD PZ",REPORT TAKEN
2025011989,-,UNAUTHORIZED SUBJECTS,3/5/25  5:38:36AM,3/5/25  5:38:36AM,404 WESTWOOD PZ,UNABLE TO LOCATE
2025011980,-,UNAUTHORIZED SUBJECTS,3/5/25  1:31:52AM,3/5/25  1:31:52AM,250 DE NEVE DR,UNABLE TO LOCATE
2025011979,25-0472,TAKE VEHICLE WITHO OWNER`S CONSENT/VEHICLE THEFT,3/4/25  11:40:00PM,3/5/25  1:00:00AM,"BRUIN FITNESS CENTER, 251 CHARLES E YOUNG DR W",Unknown
2025011978,-,MISC PC CODE VIOLATION,3/5/25  12:11:37AM,3/5/25  12:11:37AM,310 DE NEVE DR,REPORT
2025011969,-,SUSPICIOUS CIRCUMSTANCES,3/4/25  11:48:50PM,3/4/25  11:48:50PM,555 WESTWOOD PZ,INFORMATION ONLY
2025011968,-,UNAUTHORIZED SUBJECTS,3/4/25  11:47:17PM,3/4/25  11:47:17PM,11000 WEYBURN DR,UNABLE TO LOCATE
2025011967,25-0471,PARAPHERNALIA - POSSESS UNLAWFUL,3/4/25  11:53:00PM,3/4/25  11:53:00PM,1159 WESTWOOD BLVD/LINDBROOK DR,Unknown
2025011958,-,PATIENT WALK AWAY,3/4/25  11:16:08PM,3/4/25  11:16:08PM,757 WESTWOOD PZ,INFORMATION ONLY
2025011915 2025011915,25-0473 25-0473,TRESPASS:OCCUPY PROPERTY WITHOUT CONSENT (2) CA REGS:LINGER ON UNIVERSITY PROPERTY TO COMMIT CRIME,3/4/25  9:53:00PM  3/4/25  9:53:00PM,3/4/25  10:10:00PM  3/4/25  10:10:00PM,"250 DE NEVE DR, 250 DE NEVE DR",Unknown
2025011908,-,TRAFFIC COLLISION OPEN VEHICLE,3/4/25  6:58:12PM,3/4/25  6:58:12PM,GAYLEY AVE/LE CONTE AVE,REFERRED TO OUTSIDE AGENCY
2025011904,-,SUSPICIOUS CIRCUMSTANCES,3/4/25  6:36:14PM,3/4/25  6:36:14PM,602 CHARLES E YOUNG DR E,UNABLE TO LOCATE
2025011901,-,MISSING PERSON(S),3/4/25  6:27:39PM,3/4/25  6:27:39PM,714 TIVERTON AVE,DETAIL HANDLED: NO REPORT
2025011900,25-0470,INVESTIGATION,3/1/25  12:00:00AM,3/4/25  6:27:00PM,Restricted,Unknown
2025011888 2025011888 2025011888 2025011888 2025011888 2025011888 2025011888,25-0469 25-0469 25-0469 25-0469 25-0469 25-0469 25-0469,OBSTRUCT/RESIST/ETC PUBLIC/P OFFICER/EMT (2) GIVE FALSE ID TO PO (3) APPROPRIATE LOST PROPERTY (4) TRANSPORT/SELL NARCOTIC/CONTROLLED SUBSTANCE (5) PARAPHERNALIA - POSSESS UNLAWFUL (6) MISCELLANEOUS HEALTH AND SAFETY CODE (7) WARRANT ARREST,3/4/25  5:00:00PM  3/4/25  5:00:00PM  3/4/25  5:00:00PM  3/4/25  5:00:00PM  3/4/25  5:00:00PM  3/4/25  5:00:00PM  3/4/25  5:00:00PM,3/4/25  5:28:00PM  3/4/25  5:28:00PM  3/4/25  5:28:00PM  3/4/25  5:28:00PM  3/4/25  5:28:00PM  3/4/25  5:28:00PM  3/4/25  5:28:00PM,"1999 COTNER AVE/LA GRANGE AVE, 1999 COTNER AVE/LA GRANGE AVE, 1999 COTNER AVE/LA GRANGE AVE, 1999 COTNER AVE/LA GRANGE AVE, Updated as of:, 1999 COTNER AVE/LA GRANGE AVE, 1999 COTNER AVE/LA GRANGE AVE, 1999 COTNER AVE/LA GRANGE AVE",Unknown
2025011875,-,MISCELLANEOUS INCIDENT,3/4/25  2:21:32PM,3/4/25  2:21:32PM,601 WESTWOOD PZ,DETAIL HANDLED: NO REPORT
2025011872,-,UNAUTHORIZED SUBJECTS,3/4/25  2:17:32PM,3/4/25  2:17:32PM,707 TIVERTON AVE,WARNED OR ADVISED
2025011865,-,MISC PC CODE VIOLATION,3/4/25  12:32:32PM,3/4/25  12:32:32PM,601 WESTWOOD PZ,NON-CRIMINAL MATTER
2025011863,-,MISSING PERSON(S),3/4/25  12:12:28PM,3/4/25  12:12:28PM,200 MEDICAL PZ,DETAIL HANDLED: NO REPORT
2025011856,-,MISSING PERSON(S),3/4/25  11:27:29AM,3/4/25  11:27:29AM,200 MEDICAL PZ,CANCELLED BY REPORTING PARTY
2025011854,-,BURGLARY ALARM,3/4/25  11:08:14AM,3/4/25  11:08:14AM,500-BLOCK PORTOLA PZ,NON-CRIMINAL MATTER
2025011850,25-0468,CA REGS:NON-AFFILIATE IN POSSESSION OF DANGEROUS WPN,3/4/25  10:04:00AM,3/4/25  10:21:00AM,221 WESTWOOD PZ,Unknown
2025011848,-,FIRE ALARM,3/4/25  9:49:18AM,3/4/25  9:49:18AM,"MEDICAL PLAZA 200 PETER MORTON BUILDING, 200 MEDICAL PZ",REPORT TAKEN
2025011844 2025011844,25-0467 25-0467,THREATEN CRIME WITHINTENT TO TERRORIZE (2) FIGHT/CHALLENGE FIGHT PUBLIC PLACE,3/4/25  8:25:00AM  3/4/25  8:25:00AM,3/4/25  8:25:00AM  3/4/25  8:25:00AM,"ACKERMAN UNION, 308 WESTWOOD PZ, ACKERMAN UNION, 308 WESTWOOD PZ",Unknown
2025011837,-,UNAUTHORIZED SUBJECTS,3/4/25  7:33:32AM,3/4/25  7:33:32AM,607 CHARLES E YOUNG DR E,WARNED OR ADVISED
2025011827,-,SUSPICIOUS CIRCUMSTANCES,3/4/25  12:39:36AM,3/4/25  12:39:36AM,510 LANDFAIR AVE,INFORMATION ONLY
2025011804,-,MISC PC CODE VIOLATION,3/3/25  11:02:07PM,3/3/25  11:02:07PM,280 DE NEVE DR,REPORT
2025011782,-,SUSPICIOUS CIRCUMSTANCES,3/3/25  10:02:36PM,3/3/25  10:02:36PM,3155 S SEPULVEDA BLVD,UNABLE TO LOCATE
2025011781,25-0466,WARRANT ARREST,3/3/25  10:13:00PM,3/3/25  10:24:00PM,433 KELTON AVE,Unknown
2025011766,-,UNAUTHORIZED SUBJECTS,3/3/25  8:31:28PM,3/3/25  8:31:28PM,221 WESTWOOD PZ,UNABLE TO LOCATE
2025011756,25-0464,PROPERTY REPORT ONLY,3/3/25  7:35:00PM,3/3/25  7:35:00PM,"RRMC ER, 757 WESTWOOD PZ, Updated as of:",Unknown
2025011753 2025011753 2025011753 2025011753,25-0465 25-0465 25-0465 25-0465,APPROPRIATE LOST PROPERTY (2) PARAPHERNALIA - POSSESS UNLAWFUL (3) WARRANT ARREST (4) MISCELLANEOUS PENAL CODE,3/3/25  7:18:55PM  3/3/25  7:18:55PM  3/3/25  7:18:55PM  3/3/25  7:18:55PM,3/3/25  7:18:55PM  3/3/25  7:18:55PM  3/3/25  7:18:55PM  3/3/25  7:18:55PM,"VILLAGE EYES OPTOMETRY, 1059 GAYLEY AVE, VILLAGE EYES OPTOMETRY, 1059 GAYLEY AVE, VILLAGE EYES OPTOMETRY, 1059 GAYLEY AVE, VILLAGE EYES OPTOMETRY, 1059 GAYLEY AVE",Unknown
2025011749,-,MISCELLANEOUS INCIDENT,3/3/25  7:02:55PM,3/3/25  7:02:55PM,HILGARD AVE/STRATHMORE AVE,INFORMATION ONLY
2025011745,-,SMELL OR SIGHT OF SMOKE,3/3/25  6:39:47PM,3/3/25  6:39:47PM,WEYBURN AVE/HILGARD AVE,REPORT TAKEN
2025011735,-,MISDEMEANOR HIT AND RUN REPORT,3/3/25  5:40:53PM,3/3/25  5:40:53PM,332 DE NEVE DR,CANCELLED BY REPORTING PARTY
2025011731,25-0463,DISORDERLY CONDUCT:ALCOHOL,3/3/25  5:11:00PM,3/3/25  5:11:00PM,"PARKING STRUCTURE 9, 675 CHARLES E YOUNG DR S",Unknown
2025011727,-,SUSPICIOUS CIRCUMSTANCES,3/3/25  3:41:52PM,3/3/25  3:41:52PM,150 WESTWOOD PZ,INFORMATION ONLY
2025011718,-,FIRE ALARM,3/3/25  2:40:21PM,3/3/25  2:40:21PM,"MEDICAL PLAZA 200 PETER MORTON BUILDING, 200 MEDICAL PZ",REPORT TAKEN
2025011711,-,SUSPICIOUS CIRCUMSTANCES,3/3/25  1:56:17PM,3/3/25  1:56:17PM,675 CHARLES E YOUNG DR S,UNABLE TO LOCATE
2025011710,-,FIRE ALARM,3/3/25  1:55:51PM,3/3/25  1:55:51PM,"EVERGREEN PASS, 331 CHARLES E YOUNG DR W",REPORT TAKEN
2025011707,25-0461,TAKE VEHICLE WITHO OWNER`S CONSENT/VEHICLE THEFT,2/28/25  12:00:00PM,3/1/25  8:00:00PM,"ACKERMAN UNION, 308 WESTWOOD PZ",Unknown
2025011704,-,MISSING PERSON(S),3/3/25  1:02:04PM,3/3/25  1:02:04PM,757 WESTWOOD PZ,CANCELLED BY REPORTING PARTY
2025011702,25-0462,COURTESY REPORT,3/2/25  12:00:00PM,3/2/25  2:00:00PM,"CULVER CITY, CA",COURTESY REPORT
2025011699,25-0460,THEFT BY USE OF ACCESS CARD INFORMATION,2/27/25  5:00:00PM,2/28/25  11:00:00AM,952 W 17TH ST,Unknown
2025011686,25-0459,MENTAL DISORDER 72 HR OBSERVATION,3/3/25  10:04:00AM,3/3/25  10:29:00AM,200-BLOCK DE NEVE DR,Unknown
2025011677,-,DISTURBING THE PEACE,3/3/25  8:47:19AM,3/3/25  8:47:19AM,900 WESTWOOD BLVD,WARNED OR ADVISED
2025011671,25-0458,TRAFFIC COLLISION REPORT,3/3/25  8:25:03AM,3/3/25  8:25:04AM,"FACILITIES MANAGEMENT BUILDING, 731 CHARLES E YOUNG DR S",Unknown
2025011670,25-0457,VANDALISM:DAMAGE PROPERTY,2/20/25  8:00:00AM,2/24/25  10:00:00AM,"FOWLER MUSEUM, 308 CHARLES E YOUNG DR N",Unknown
2025011668,-,BURGLARY ALARM,3/3/25  7:25:51AM,3/3/25  7:25:51AM,"200-BLOCK CHARLES E YOUNG DR N, Updated as of:",Unknown
2025011664,-,UNAUTHORIZED SUBJECTS,3/3/25  6:15:24AM,3/3/25  6:15:24AM,679 GAYLEY AVE,REFERRED TO OUTSIDE AGENCY
2025011661,25-0456,VEHICLE TOW REPORT,3/3/25  12:48:00AM,3/3/25  12:48:00AM,"PARKING STRUCTURE 1, 720 GAYLEY AVE",Unknown
