Case Number,Date/Time Reported,Date/Time Occurred,Incident Type,Location,Disposition
2501270004,1/27/25 17:30,1/27/25 17:30,Found/Property,602 N Highland Ave,Closed
2501270003,1/27/25 14:24,1/27/25 14:24,Suspicious Activity/Other,1130 E Helen St,Pending
2501270002,1/27/25 7:40,1/27/25 7:40,Non-Traffic Accident/Prprty Dmg-Leaving Scene,1480 North Park Avenue,Closed
2501270001,1/27/25 3:53,1/27/25 3:13,Fraud/Impersonation,27634 Long Cliff Ln,Pending
2501290006,1/29/25 12:45,1/27/25 0:00,Non-Traffic Accident/Prprty Dmg-Leaving Scene,1017 N Olive Rd,Closed
2501260008,1/26/25 20:58,1/26/25 20:58,Found/Property,1140 N Park Ave,Closed
2501280001,1/28/25 17:38,1/26/25 13:30,Mental Helath/Other,3985 N Stone Ave,Pending
2501260007,1/26/25 8:42,1/26/25 8:42,Found/Property,915 E 4Th St,Closed
2501260003,1/26/25 4:34,1/26/25 4:34,Fire/Other (Unknown Origin),520 N Vine Ave,Active
2501260004,1/26/25 4:29,1/26/25 4:29,Liquor Laws/Minor In Possession,910 E 5 St,Adult University Diversion
2501260005,1/26/25 4:04,1/26/25 4:04,Public Assist/Check Welfare,1018 E South Campus Dr,Closed
2501260002,1/26/25 2:49,1/26/25 2:49,Assist Other Agency/Municipal Criminal Justice,1201 North Park Avenue,Closed
2501260001,1/26/25 1:45,1/26/25 1:45,Liquor Laws/Minor In Possession,1449 North Cherry Avenue,Adult University Diversion
R00015-2025,1/26/25 0:00,1/26/25 0:00,Alcohol Referral (4),Unknown,University Diversion
R00016-2025,1/26/25 0:00,1/26/25 0:00,Alcohol Referral (4),550 N Highland,University Diversion
2501250010,1/25/25 23:00,1/25/25 22:54,Liquor Laws/Minor In Possession X2,515 N Tyndall Ave,Closed
2501250009,1/25/25 22:40,1/25/25 22:40,Criminal Damage/Intentional Vandalism,1140 N Park Ave,Closed
2501250007,1/25/25 16:50,1/25/25 16:18,Traffic Accident/Hit-And-Run,815 E 2 St,Arrest
2501250008,1/25/25 22:38,1/25/25 15:30,Criminal Damage/Intentional Vandalism,1140 N Park Ave,Closed
2501250005,1/25/25 14:45,1/25/25 14:04,Miscellaneous/Officer,1721 E Enke Dr,Closed
2501250004,1/25/25 7:52,1/25/25 7:52,Criminal Damage/Intentional Vandalism,515 N Tyndall Ave,Closed
2501250003,1/25/25 3:17,1/25/25 3:17,Miscellaneous/Public,815 E 2 St,Closed
2501260006,1/25/25 0:58,1/25/25 0:58,Sick Cared For/Transported To Medical Facility,515 N Tyndall Ave,Closed
2501250002,1/25/25 0:30,1/25/25 0:30,Found/Property,N Tyndall Ave & E University Blvd,Closed
2501250001,1/25/25 0:05,1/24/25 23:56,Assist Other Agency/Municipal Criminal Justice,345 East Congress Street,Closed
2501250006,1/25/25 10:21,1/24/25 23:30,Found/Property,1852 E 1 St,Closed
2501240005,1/24/25 22:01,1/24/25 22:01,Criminal Damage/Intentional Vandalism,515 N Tyndall Ave,Closed
2501240004,1/24/25 12:11,1/24/25 12:11,Disorderly Conduct/Other (Trespassing),1510 E University Blvd,Arrest
2501240002,1/24/25 9:30,1/24/25 9:30,Found/Property,1240 N Highland Ave,Closed
2501310012,1/31/25 19:29,1/24/25 0:00,Fraud/Credit Card,1130 E Helen St,Closed
R00017-2025,1/27/25 0:00,1/24/25 0:00,Alcohol Referral (3),1000 N Park Ave,University Diversion
2501230008,1/23/25 20:40,1/23/25 20:40,Found/Property,615 N Park Ave,Closed
2501230007,1/23/25 14:43,1/23/25 14:43,Sick Cared For/Transported To Medical Facility,1111 N Cherry Ave,Closed
2501230005,1/23/25 13:30,1/23/25 13:30,Found/Property,1629 E University Blvd,Closed
2501240001,1/24/25 7:56,1/23/25 13:30,Burglary/Forcible Entry/Criminal Damage/Intentional Vandalism,450 S Tucson Blvd,Closed
2501230006,1/23/25 14:26,1/23/25 13:28,Found/Property,1030 N Olive Rd,Closed
2501230004,1/23/25 9:00,1/23/25 9:00,Criminal Damage/Intentional Vandalism,1031 N Olive Rd,Closed
2501230003,1/23/25 6:43,1/23/25 6:43,Sick Cared For/Transported To Medical Facility,1303 E University Blvd,Closed
2501230002,1/23/25 6:40,1/23/25 6:03,Sick Cared For/Transported To Medical Facility,515 N Tyndall Ave,Closed
2501230001,1/23/25 1:29,1/22/25 23:02,Disorderly Conduct/Disturbing The Peace,610 N Highland Ave,Pending
2501220009,1/22/25 22:00,1/22/25 22:00,Criminal Damage/Graffiti,1025 N Olive Rd,Closed
2501220008,1/22/25 20:25,1/22/25 20:24,Traffic & Motor Vehc Laws/Moving Violations,N Martin Ave & E 1St St: Alley Nof,Active
2501220006,1/22/25 19:02,1/22/25 19:02,Traffic Accident/Property Damage,N Mountain Ave & E 2Nd St,Closed
2501220007,1/22/25 19:00,1/22/25 19:00,Found/Property,922 E 4 St,Closed
2501220005,1/22/25 15:40,1/22/25 15:40,Larceny/Shoplifting,1209 E University Blvd,Closed
2501220004,1/22/25 9:15,1/22/25 9:15,Traffic Accident/Hit-And-Run,1201 E 6 St,Closed
2501220002,1/22/25 8:00,1/22/25 8:00,Traffic Accident/Hit-And-Run,430 N Warren Ave,Closed
2501220001,1/22/25 7:45,1/22/25 7:45,Criminal Damage/Graffiti,425 N Fremont Ave,Active
2501220003,1/22/25 5:12,1/22/25 5:12,Assist Other Agency/County Criminal Justice,9909 N Volk Avenue,Closed
R00018-2025,1/28/25 0:00,1/22/25 0:00,Dating Violence (1)Agg.Assault(1),822 E 5th St,Closed
R00013-2025,1/22/25 0:00,1/22/25 0:00,Alcohol Referral (1),822 E 5th St,University Diversion
2501210009,1/21/25 20:20,1/21/25 20:20,Unfounded/No Bonafide Incident,1018 E South Campus Dr,Closed
2501210011,1/21/25 19:52,1/21/25 19:52,Criminal Damage/Graffiti,1430 E 2 St,Closed
2501210010,1/21/25 22:21,1/21/25 19:00,Criminal Damage/Intentional Vandalism,515 N Tyndall Ave,Closed
2501210005,1/21/25 13:42,1/21/25 13:42,Criminal Damage/Graffiti,1031 N Olive Rd,Closed
2501210004,1/21/25 12:30,1/21/25 12:30,Found/Property,1435 East 2Nd Street,Closed
2501210002,1/21/25 11:30,1/21/25 11:30,Criminal Damage/Graffiti,933 N Cherry Ave,Closed
2501210006,1/21/25 11:07,1/21/25 11:07,Miscellaneous/Officer,1140 N Park Ave,Closed
2501210007,1/21/25 17:52,1/21/25 10:20,Non-Traffic Accident/Prprty Dmg-Leaving Scene,1641 E Enke Dr,Active
2501210001,1/21/25 9:00,1/21/25 9:09,Non-Traffic Accident/Prsnl Injury-Leaving Scene,E 2Nd St & Olive Rd,Active
2501210008,1/21/25 19:11,1/21/25 8:00,Larceny/All Others,822 E 5 St,Closed
2501268001,1/26/25 8:00,1/21/25 7:25,Non-Traffic Accident/Prprty Dmg-Leaving Scene,880 E 4 St,Closed
R00011-2025,1/21/25 0:00,1/21/25 0:00,Alcohol Referral (7),1121 E 4th St,University Diversion
R00009-2025,1/17/25 0:00,1/21/25 0:00,Stalking,Unknown,Closed
R00012-2025,1/21/25 0:00,1/21/25 0:00,Drug Referral (3),610 N Highland,University Diversion
R00010-2025,1/21/25 0:00,1/21/25 0:00,Alcohol Referral (3),515 N Tyndall,University Diversion
2501210003,1/21/25 12:30,1/20/25 17:00,Larceny/From Residence,575 N Highland Ave,Closed
2501200006,1/20/25 16:00,1/20/25 16:00,Unfounded/No Bonafide Incident,1047 East Drachman Street,Closed
2501200002,1/20/25 6:27,1/20/25 6:27,Found/Property,1852 E 1 St,Closed
2501200004,1/20/25 12:40,1/20/25 5:59,Larceny/From Motor Vehicle,1448 East 1St Street,Closed
2501200001,1/20/25 4:35,1/20/25 4:35,Assist Other Agency/Municipal Criminal Justice,6863 South Cottontail Run Avenue,Closed
2501200003,1/20/25 10:30,1/19/25 17:16,Criminal Damage/Intentional Vandalism/Larceny/From Motor Vehicles,1240 N Highland Ave,Closed
2501200005,1/20/25 15:33,1/19/25 8:30,Burglary/Unlawful Entry - No Force,1509 East 2Nd Street,Closed
2501190007,1/29/25 4:11,1/19/25 4:11,Minor In Possession,610 N Highland Way,Pending
2501190005,1/19/25 3:32,1/19/25 3:34,Disorderly Conduct/Disturbing The Peace Dv/Liquor Laws/Minor In Possession,1003 N Olive Rd,Arrest
2501190006,1/19/25 3:04,1/19/25 3:04,Assault/Minor Injury,515 N Tyndall Ave,Arrest
2501190004,1/19/25 2:14,1/19/25 2:14,"Assault, Aggravated/Other",N Tyndall Ave & E 4Th St,Pending
2501190008,1/19/25 12:15,1/19/25 2:00,Criminal Damage /Disorderly Conduct/Other (Trespassing),1801 East 1St Street,Closed
2501190003,1/19/25 1:52,1/19/25 1:52,Sick Cared For/Transported To Medical Facility,515 N Tyndall Ave,Closed
2501190002,1/19/25 0:41,1/19/25 0:20,Disorderly Conduct/Other (Trespassing),515 N Tyndall Ave,Closed
2501240003,1/19/25 0:00,1/19/25 0:00,Found/Property,1200 E University Blvd,Closed
2501180001,1/18/25 0:18,1/18/25 23:39,Threats/Fraud/Bogus Checks,621 N Highland,Active
2501190001,1/18/25 18:01,1/18/25 18:01,Found/Property,1601 E University Blvd,Closed
2501180008,1/18/25 21:57,1/18/25 17:29,Assault/No Injury/Disorderly Conduct/Disturbing The Peace,615 N Park Ave,Arrest
2501190009,1/18/25 13:00,1/18/25 13:00,Public Hazard/Other,1501 N Campbell Ave,Closed
2501180007,1/18/25 13:59,1/18/25 11:11,Found/Property,1101 E Mabel St,Closed
2501180006,1/18/25 5:59,1/18/25 5:38,Fire/Other (Unknown Origin),E 2Nd St & N Highland Ave,Closed
2501180004,1/18/25 6:00,1/18/25 4:18,Fire/Other (Unknown Origin),E 1St St & Warren Ave,Closed
2501180005,1/18/25 5:57,1/18/25 3:54,Liquor Laws/Minor Possession/Traff & Motor Veh Laws/License,880 E 4Th St,Arrest
2501180003,1/18/25 5:52,1/18/25 2:29,Liquor Laws/Minor Possession/Traff & Motor Veh Laws/License,1130 E South Campus Dr,Arrest
2501180002,1/18/25 3:49,1/18/25 1:20,Liquor Laws/Minor Possession,822 E 5Th St,Adult University Diversion
2501170011,1/17/25 22:32,1/17/25 20:00,Liquor Laws/Minor In Possession/Traf & Motor Veh Laws/License,602 N Highland Ave,Adult University Diversion
2501170010,1/17/25 18:54,1/17/25 18:54,Collision/Hit And Run,6Th St/Santa Rita Ave,Pending
2501170009,1/17/25 17:49,1/17/25 15:28,Gta/Stolen,1303 E University Blvd,Closed
2501170006,1/17/25 14:59,1/17/25 14:10,Gta/Recovery,E 4Th St & N Highland Ave,Closed
2501170005,1/17/25 13:27,1/17/25 12:32,Found/Property,845 N Park Ave,Closed
2501170007,1/17/25 14:30,1/17/25 11:40,Larceny/All Others,1009 E James E. Rogers Way,Closed
2501160002,1/16/25 11:40,1/17/25 11:40,Pending,744 N Highland Ave,Pending
2501170004,1/17/25 15:58,1/17/25 11:00,Gta/Stolen,1440 E 4 St,Closed
2501170003,1/17/25 12:44,1/17/25 10:00,Civil Matter/Court Order Enforce,1503 E University Blvd,Closed
2501170002,1/17/25 4:31,1/17/25 2:14,Mental Health/Transported To Treatment Facility,1101 E Mabel St,Closed
2501170001,1/17/25 1:00,1/17/25 0:07,Disturbance/Peace Restored,645 East University Blvd,Closed
R00008-2025,1/17/25 0:00,1/17/25 0:00,Alcohol Referral (1),Unknown,University Diversion
2501170012,1/18/25 1:01,1/17/25 0:00,Threats,940 E 5Th St,Active
R00006-2025,1/17/25 0:00,1/17/25 0:00,Alcohol Referral (5),nan,
R00005-2025,1/17/25 0:00,1/17/25 0:00,Alcohol Referral (3),602 N Highland,
2501310007,1/31/25 11:29,1/17/25 0:00,Fraud/Credit Card,1041 E Lowell St,Closed
2501160007,1/16/25 20:15,1/16/25 20:15,Assist Other Agency/Municipal Criminal Justice,1852 E 1 St,Closed
2501160005,1/16/25 17:21,1/16/25 17:21,Traffic Accident/Property Damage,E Speedway Blvd & N Cherry Ave,Arrest
2501160006,1/16/25 19:00,1/16/25 15:30,Criminal Damage/Graffiti,1014-1018 E 6 St,Closed
2501160004,1/16/25 15:18,1/16/25 15:18,Mental Health/Other,,Closed
2501160003,1/16/25 13:13,1/16/25 13:13,Found/Property,610 N Highland Ave,Closed
2501180009,1/18/25 21:38,1/16/25 13:00,Disturbance/Other,1423 E University,Closed
2501160001,1/16/25 9:38,1/16/25 9:38,Criminal Damage/Graffiti,900 N Martin Ave,Closed
2501300004,1/30/25 9:05,1/16/25 8:00,Larceny/Bicycles,1000 N Park Ave,Active
2501150011,1/15/25 16:54,1/15/25 16:54,Non-Traffic Accident/Property Damage,815 E 2 St,Closed
2501150010,1/15/25 16:41,1/15/25 16:41,Disorderly Conduct/Other (Trespassing),928 East Helen Street,Arrest
2501150008,1/15/25 12:35,1/15/25 12:30,Gta/Recovery,N Campbell Ave & E 10Th St,Arrest
2501170008,1/15/25 15:09,1/15/25 11:00,Lost/Property,650 N Park Ave,Closed
2501150006,1/15/25 10:00,1/15/25 10:00,Traffic & Motor Vehc Laws/Other,922 E 4 St,Closed
2501150004,1/15/25 2:36,1/15/25 2:36,Criminal Damage/Intentional Vandalism/Larceny/All Others,822 E 5 St,Arrest
2501150002,1/15/25 0:33,1/15/25 0:33,Liquor Laws/Minor In Possession,825 E 5 St,Closed
2501150003,1/15/25 0:00,1/15/25 0:00,Public Assist/Check Welfare,940 E 5 St,Closed
R00003-2025,1/15/25 0:00,1/15/25 0:00,Alcohol Referral (2),550 N Highland,University Diversion
2501140010,1/14/25 22:14,1/14/25 22:17,Liquor Laws/Minor In Possession,540 North Vine Avenue,Pending
2501140009,1/14/25 22:05,1/14/25 22:05,Liquor Laws/Minor In Possession,1400 E 6 St,Closed
2501140007,1/14/25 1:45,1/14/25 21:42,Liquor Laws/Minor In Possession,2Nd/Mountain Ave,Arrest
2501150009,1/15/25 17:00,1/14/25 20:00,Criminal Damage/Graffiti,1014-1018 E 6 St,Closed
2501140008,1/14/25 22:05,1/14/25 19:00,Criminal Damage/Intentional Vandalism,602 N Highland Ave,Closed
2501140006,1/14/25 20:24,1/14/25 18:07,Disorderly Conduct/Other (Trespassing),1550 East 4Th Street,Adult University Diversion
2501150005,1/14/25 16:45,1/14/25 16:45,Found/Property,1852 E 1 St,Closed
2401150007,1/15/25 12:05,1/14/25 14:00,Larceny/All Others,1121 E 4 St,Pending
2501140004,1/14/25 13:57,1/14/25 12:32,Larceny/Shoplifting,1209 E University Blvd,Arrest
2501140003,1/14/25 13:41,1/14/25 11:47,Sex Offenses,1231 N Fremont Ave,Arrest
2501140002,1/14/25 9:21,1/14/25 8:35,Larceny/Shoplifting,1510 E University Blvd,Arrest
2501140001,1/14/25 2:41,1/14/25 0:09,Liquor Laws/Minor In Possession,515 N Tyndall Ave,Arrest
2501168001,1/13/25 21:30,1/13/25 21:30,Larceny/Bicycles,940 East 4Th Street,Closed
2501130003,1/13/25 9:20,1/13/25 9:20,Assist Other Agency/County Criminal Justice,240 N Stone Ave,Closed
2501130002,1/13/25 3:50,1/13/25 3:50,Disorderly Conduct/Other (Trespassing)/Narcotic Drug Laws/Possession Of Paraphernalia,1140 N Park Ave,Arrest
R00002-2025,1/13/25 0:00,1/13/25 0:00,Alcohol Referral (7),610 N Highland,
2501130001,1/12/25 23:51,1/12/25 23:51,Miscellaneous/Officer/Other Offenses/Other Misdemeanors,610 N Highland Ave,Arrest
2501120005,1/12/25 21:06,1/12/25 21:06,Criminal Damage/Intentional Vandalism,1201 E 6 St,Closed
2501120003,1/12/25 16:07,1/12/25 16:07,Other Offenses/Other Misdemeanors,1852 E 1 St,Closed
2501120002,1/12/25 14:26,1/12/25 14:26,Found/Property,1010 N Park Ave,Closed
2501120001,1/12/25 1:13,1/12/25 1:13,Disorderly Conduct/Disturbing The Peace,1721 E Enke Dr,Pending
2501110005,1/11/25 23:15,1/11/25 23:15,Traff & Motor Vehc Laws/Moving Violations/License &Registration,E 6Th St & N Highland Ave,Arrest
2501110004,1/11/24 22:56,1/11/25 22:56,Traff & Motor Vehc Laws/Moving Violations,Campbell/Hendricks,Pending
2501110003,1/11/25 19:30,1/11/25 18:45,Assault/No Injury,E 6Th St & Park Ave,Closed
2501110002,1/11/25 16:17,1/11/25 16:17,Larceny/Shoplifting,1750 East Speedway Blvd,Arrest
2501110001,1/11/25 12:48,1/11/25 12:48,Disturbance/No Criminal Violation,1443 E 1St St,Closed
2501100004,1/10/25 13:57,1/10/25 8:30,Larceny/Bicycles,1401 E University Blvd,Closed
2501100001,1/10/25 4:05,1/10/25 0:01,Assist Other Agency/Municipal Criminal Justice,1750 E Speedway,Closed
2501090004,1/9/25 18:57,1/9/25 18:57,Criminal Damage/Graffiti,1420 E Helen St,Closed
2501090002,1/9/25 14:16,1/9/25 18:02,Disorderly Conduct/Other (Trespassing)/Arrest For Other Jurisdiction/Misd Criminl Warrant,1852 E 1 St,Arrest
2501090005,1/9/25 16:56,1/9/25 16:56,Found/Property,1852 E 1 St,Closed
2501100002,1/10/25 9:02,1/9/25 8:20,Suspicious Activity/Person,1852 E 1St St,Closed
2501090003,1/9/25 17:51,1/5/25 19:03,Burglary/Unlawful Entry - No Force,1801 East 1St Street,Closed
2501050001,1/5/25 13:46,1/5/25 13:20,Found/Property,1130 E Helen St,Closed
2501040004,1/4/25 17:14,1/4/25 17:14,Found/Property,1200 E University Blvd,Closed
2501040003,1/4/25 11:12,1/4/25 11:12,Criminal Damage/Graffiti,1601 E 6Th St,Closed
2501040002,1/4/25 10:20,1/4/25 10:20,Criminal Damage/Graffiti,1111 E Lowell St,Closed
2501040001,1/4/25 11:19,1/4/25 9:30,Criminal Damage/Intentional Vandalism,1200 E University Blvd,Closed
2501040005,1/4/25 0:00,1/4/25 0:00,Miscellaneous/Officer,1852 E 1 St,Closed
2501030006,1/4/25 2:31,1/3/25 22:01,Traffic & Motor Vehc Laws/Moving Violations,Speedway/Plumer,Arrest
2501030005,1/4/25 3:55,1/3/25 21:44,Traffic & Motor Vehc Laws/Moving Violations,6th ST/N PARK,Arrest
2501030003,1/3/25 22:35,1/3/25 18:00,Disorderly Conduct/Tresspassing/Warrant Arrest Other Juris,1510 E University Blvd,Arrest
2501070004,1/7/25 13:15,1/3/25 12:00,Criminal Damage/Graffiti,1014-1018 E 6 St,Active
2501030004,1/3/25 21:21,1/3/25 0:01,Narcotic Drug Laws/Possession,1303 E University Blvd,Arrest
2501020004,1/2/25 23:36,1/2/25 23:36,Narcotic Drug Laws/ Possession Of Paraphernalia,E 7Th St & Cherry Ave,Arrest
2501030001,1/3/25 9:15,1/2/25 22:00,Criminal Damage/Graffiti,1301 N. Olive Rd,Closed
2501020003,1/2/25 22:00,1/2/25 22:00,Traffic & Motor Vehc Laws/Moving Violations,E Speedway Blvd & Plumer Ave,Arrest
2501020002,1/2/25 20:50,1/2/25 20:50,Disorderly Conduct/Other (Trespassing)/Narcotic Drug Laws/Possession Of Paraphernalia,9070 S Rita Rd,Arrest
2501020001,1/2/25 14:39,1/2/25 14:39,Found/Property,1014-1018 E 6 St,Closed
2501038001,12/31/24 20:00,12/31/24 20:00,Larceny/Bicycles,1101 E Mabel,Closed
2412310001,12/31/24 1:55,12/30/24 23:18,Gta/Recovery For Othr Jurisdiction,Euclid Ave & E 2Nd St,Arrest
2412300004,12/30/24 21:35,12/30/24 20:00,Found/Property,1852 E 1st ST,Closed
2412300002,12/30/24 15:38,12/30/24 15:38,Assist Other Agency/Municipal Agency,1St Ave/Speedway,Closed
2412300003,12/30/24 19:09,12/30/24 15:00,Larceny/Bicycles,1117 E 6Th St,Closed
2412300001,12/30/24 14:50,12/30/24 13:52,Traffic & Motor Veh Laws/License & Registration,I-10/Ajo Way,Arrest
2412280007,12/28/24 19:07,12/28/24 19:00,Found/Property,525 N National Championship Dr,Closed
2412280005,12/28/24 17:40,12/28/24 17:40,Unfounded/No Bonafide Incident,540 N Vine,Closed
2412280003,12/28/24 17:18,12/28/24 17:18,Unfounded/No Bonafide Incident,541 N Cherry,Closed
2412280006,12/28/24 20:06,12/28/24 16:54,Civil Matter/Other,1333 N Cherry,Closed
2412280004,12/28/24 16:50,12/28/24 16:50,Doc/Trespassing,540 N Vine,Closed
2412280002,12/28/24 15:45,12/28/24 15:45,Doc/Trespassing,540 N Vine,Closed
2412290001,12/29/24 12:56,12/28/24 10:30,Found/Property,N Campbell/E Elm,Closed
2501100003,1/10/25 11:38,12/27/24 14:00,Larceny/Bicycles,1101 E Mabel St,Closed
2412260002,12/26/24 10:21,12/26/24 9:40,Miscellaneous/Officer,11555 West Civic Center Drive,Closed
2412260001,12/26/24 6:43,12/26/24 6:43,Suspicious Activity/Other,1130 N Mountain Ave,Closed
2412150002,12/15/24 1:27,12/24/24 1:27,Pending,822 E 5Th St,Pending
2412230002,12/23/24 21:30,12/23/24 21:30,Miscellaneous/Officer,1200 E University Blvd,Closed
2412220001,12/22/24 10:21,12/22/24 10:12,Assist Other Agency/Municipal Criminal Justice,1711 East Speedway Blvd,Closed
2412210001,12/21/24 4:51,12/21/24 3:00,Assist Other Agency/Municipal Criminal Justice,1711 East Speedway Blvd,Closed
2412200009,12/20/24 22:28,12/20/24 21:43,Lost/Property,1020 E University Blvd,Closed
2412200008,12/20/24 20:16,12/20/24 17:45,Found/Property,1557 E 6Th St,Closed
2412200007,12/20/24 21:10,12/20/24 16:59,Larceny/Shoplifting,1209 E University Blvd,Closed
2412200006,12/20/24 12:44,12/20/24 12:18,Traffic & Motor Veh Laws,822 E 5Th St,Closed
2501150012,1/15/25 19:17,12/20/24 12:00,Burglary/Unlawful Entry - No Force,1717 E Speedway Blvd,Closed
2412200001,12/20/24 4:42,12/20/24 9:00,Suspicious Activity/Other,910 E 5th ST,Closed
R00007-2025,1/17/25 0:00,12/20/24 0:00,Stalking,1440 E 4th St,Closed
R00248-2024,12/20/24 0:00,12/20/24 0:00,Minor in Possession (2),Unknown,University Diversion
2412190004,12/19/24 17:00,12/19/24 17:00,Suspicious Activity/Person,1101 E Mabel St,Closed
2501168002,12/19/24 16:00,12/19/24 16:00,Larceny/All Others,1400 E 6Th St,Closed
2501130004,1/13/25 16:08,12/19/24 15:00,Larceny/All Others,1051 E Mabel St,Closed
2412190003,12/19/24 13:47,12/19/24 8:50,Larceny/Bicycles,1657 E Helen St,Closed
2412180005,12/18/24 17:40,12/18/24 17:13,Larceny/Shoplifting,1209 E University Blvd,Closed
2412190001,12/19/24 11:19,12/18/24 17:00,Criminal Damage/Intentional Vandalism,888 N Euclid Ave,Closed
2412180006,12/18/24 18:00,12/18/24 17:00,Found/Property,550 N Highland Ave,Pending
2412180004,12/18/24 13:24,12/18/24 13:01,Criminal Damage/Intentional Vandalism,1642 E Helen St,Closed
2412180002,12/18/24 11:07,12/18/24 9:40,Assist Other Agency/Municipal Criminal Justice,N Campbell Ave & E Allen Rd,Closed
2412180001,12/18/24 7:00,12/18/24 6:00,Disorderly Conduct/Other (Trespassing),811 N Euclid Ave,Arrest
2412170005,12/17/24 22:43,12/17/24 21:30,Miscellaneous/Officer,1852 E 1St St,Closed
2412180003,12/18/24 11:34,12/17/24 15:00,Larceny/Auto Parts & Accessories,1201 E 6 St,Closed
2412170003,12/17/24 13:09,12/17/24 10:45,Suspicious Activity/Other,1339 E 1St St,Closed
2412170001,12/17/24 8:04,12/17/24 7:24,Criminal Damage/Intentional Vandalism,1051 E Vine Ave,Closed
2412170004,12/17/24 21:15,12/17/24 0:00,Narcotic Drug Laws/Sale,977 E Speedway,Active
2412170002,12/17/24 11:24,12/17/24 0:00,Criminal Damage/Graffiti,1215 E Lowell,Closed
2501140005,1/14/25 15:03,12/17/24 0:00,Larceny/Bicycles,621 N Highland Ave,Closed
2412160006,12/16/24 20:30,12/16/24 18:30,Traffic Accident/Hit-And-Run,915 N Mountain Ave,Closed
2412160005,12/16/24 14:35,12/16/24 14:35,Non-Traffic Accident/Prprty Dmg-Leaving Scene,1614 East 1St Street,Closed
2412160004,12/16/24 15:56,12/16/24 11:40,Larceny/Bicycles,1423 E University Blvd,Closed
2412160002,12/16/24 10:10,12/16/24 10:10,Narcotic Drug Laws/Possession Of Paraphernalia,811 N Euclid Ave,Arrest
2412150005,12/15/24 15:46,12/15/24 16:37,Larceny/Bicycles,1101 E Mabel St,Closed
2412150004,12/15/24 8:30,12/15/24 8:30,Suspicious Activity/Person,N Park Ave & E Speedway Blvd,Pending
2412150003,12/15/24 2:20,12/15/24 2:20,Traffic & Motor Vehc Laws/License & Registration,E 6Th St & N Martin Ave,Pending
2412150001,12/15/24 0:44,12/15/24 0:44,Pending,1018 E South Campus Dr,Pending
2412140003,12/14/24 21:34,12/14/24 22:13,Dui/Non-Accident,E Speedway Blvd & Plumer Ave,Pending
2412140001,12/14/24 15:40,12/14/24 15:40,Larceny/All Others,822 E 5 St,Closed
2412140002,12/14/24 14:54,12/14/24 14:54,Mental Health/Transported To Treatment Facility,1003 N Olive Rd,Closed
2501120004,1/12/25 16:50,12/14/24 10:00,Larceny/Bicycles,575 N Highland Ave,Closed
2412130003,12/13/24 16:28,12/13/24 14:45,Larceny/Bicycles,1630 E University,Closed
2412160001,12/16/24 8:30,12/13/24 14:00,Criminal Damage/Intentional Vandalism,1334 E Helen St,Closed
2412130002,12/13/24 14:41,12/13/24 13:45,Miscellaneous/Officer,1852 E 1St St,Closed
2412130001,12/13/24 10:10,12/13/24 10:10,Found/Property,1201 E 6Th St,Closed
2412160003,12/16/24 11:54,12/13/24 0:00,Liquor Laws/Minor In Possession,540 North Vine Avenue,Active
2412120007,12/12/24 23:33,12/12/24 23:33,Miscellaneous/Public,1121 E 4 St,Closed
2412120006,12/12/24 23:10,12/12/24 23:10,Traffic & Motor Vehc Laws/Moving Violations,E Speedway Blvd & Plumer Ave,Arrest
2412190002,12/19/24 11:52,12/12/24 17:00,Criminal Damage/Graffiti,425 N Fremont Ave,Closed
2412120005,12/12/24 15:42,12/12/24 15:42,Found/Property,1521 East Helen Street,Closed
2412120004,12/12/24 13:43,12/12/24 13:43,Fire/Other (Unknown Origin),888 N Euclid Ave,Closed
2412120003,12/12/24 12:33,12/12/24 12:33,Miscellaneous/Officer,1852 E 1 St,Closed
2412120002,12/12/24 9:37,12/12/24 9:37,Criminal Damage/Graffiti,650 N Park Ave,Closed
2412120001,12/12/24 7:12,12/12/24 7:12,Mental Health/Transported To Treatment Facility,1120 N Cherry Ave,Closed
2412230001,12/23/24 11:10,12/12/24 0:35,Fraud/Credit Card,1101 E Mabel,Closed
2412110011,12/11/24 20:26,12/11/24 20:26,Mental Health/Transported To Treatment Facility,430 N Warren Ave,Closed
2412110013,12/11/24 19:06,12/11/24 19:06,Suspicious Activity/Person,943 East University Boulevard,Closed
2412110009,12/11/24 18:30,12/11/24 18:30,Dui/Property Damage Only Accident,E 1St St & N Highland Ave,Arrest
2412110008,12/11/24 18:11,12/11/24 18:11,Disturbance/Other,1340 E 2 St,Closed
2412110005,12/11/24 14:37,12/11/24 14:37,Miscellaneous/Public,1852 E 1 St,Pending
2412110003,12/11/24 13:37,12/11/24 13:37,Larceny/All Others,1145 N Mountain Ave,Pending
2412110004,12/11/24 13:00,12/11/24 13:00,Assist Other Agency/Municipal Criminal Justice,3711 East Broadway Boulevard,Closed
2412110002,12/11/24 13:26,12/11/24 11:26,Traffic & Motor Vehc Laws/License & Registration,E Speedway Blvd & N Olsen Ave,Closed
2412110001,12/11/24 10:27,12/11/24 10:27,Assist Other Agency/Municipal Criminal Justice,1547 East Lester Street,Closed
2412110010,12/11/24 19:52,12/11/24 0:01,Criminal Damage/Intentional Vandalism,515 N Tyndall Ave,Closed
2412110007,12/11/24 17:30,12/11/24 0:00,Public Hazard/Other,1117 E 6 St,Closed
