Case Number,Date/Time Occurred,Date/Time Occurred to,OffenseCode,Incident Type,Disposition,CaseDisposition,LocationCode,PatrolZone,Location,Street Address,LocationDirectional,LocationStreet,LocationLatitude,LocationLongitude
25020364,2/17/25 21:59,2/18/25 22:35,90J,Trespass of Real Property,Closed by Arrest,Not Applicable,ONCAM,Z3,Klaus Advanced Computing Building   153   Z3,266,,Ferst Drive NW,33.77716232,-84.39618136
25020364,2/17/25 21:59,2/18/25 22:35,90Z,All Other Offenses,Closed by Arrest,Not Applicable,ONCAM,Z3,Klaus Advanced Computing Building   153   Z3,266,,Ferst Drive NW,33.77716232,-84.39618136
25020363,2/17/25 16:29,2/17/25 18:18,240,Motor Vehicle Theft,Closed by Arrest,Not Applicable,ONCAM,Z2,Scheller College of Business   172   Z2,800,,West Peachtree Street NW,33.77628053,-84.38801865
25020354,2/16/25 12:00,2/16/25 17:00,240,Motor Vehicle Theft,Closed by Arrest,Not Applicable,ONCAM,Z1,Nanotechnology Building  181  Z1,345,,Ferst Drive NW,33.77884514,-84.39847658
25020350,2/16/25 5:06,2/16/25 5:09,8399,,Closed by Exception,Not Applicable,ONCAMRES,Z4,Hefner & Armstrong Lot,510,,Eighth Street NW,,
25020350,2/16/25 5:06,2/16/25 5:09,90G,Liquor Law Violations,Closed by Exception,Not Applicable,ONCAMRES,Z4,Hefner & Armstrong Lot,510,,Eighth Street NW,,
25020352,2/16/25 9:31,2/16/25 9:34,9999EMS,,Closed by Other Means,Not Applicable,PUB,Z4,Campus Recreation Center   160   Z4,750,,Ferst Drive NW,33.77546401,-84.40349901
25020349,2/16/25 21:45,2/16/25 0:24,23F,Theft From Motor Vehicle,Inactive,Not Applicable,ONCAM,Z2,Academy of Medicine,875,,West Peachtree Street NW,33.77836802,-84.38668802
25020345,2/15/25 7:51,2/15/25 8:30,9999MH,,,Not Applicable,NONCLERY,OFFCAM,Northside Drive NW @ Ethel Street NW,655,,ETHEL ST NW,33.7845551,-84.40748153
25020344,2/15/25 1:48,2/15/25 3:40,9999,,Closed by Other Means,Not Applicable,NONCLERY,Z1,,420,,14th Street NW,,
25020345,2/15/25 7:51,2/15/25 8:30,9999,,,Not Applicable,NONCLERY,OFFCAM,Northside Drive NW @ Ethel Street NW,655,,ETHEL ST NW,33.7845551,-84.40748153
25020347,2/15/25 16:48,2/15/25 16:55,90J,Trespass of Real Property,Closed by Arrest,Not Applicable,ONCAM,Z2,AT&T Mobility,62,,Fifth Street NW,33.776697,-84.389297
25020359,2/14/25 15:00,2/17/25 14:40,9999,,Active,Not Applicable,ONCAMRES,Z2,Perry Matheson Lot,715,,Techwood Drive NW,33.774712,-84.391164
25020337,2/14/25 10:23,2/14/25 10:25,23C,Shoplifting,Inactive,Not Applicable,ONCAM,Z2,Barnes and Noble Bookstore 172  Z2,48,,Fifth Street NW,33.77668,-84.38863
25020351,2/14/25 16:00,2/16/25 8:16,290,Destruction/Damage/Vandalism of Property,Unfounded,Not Applicable,ONCAM,Z2,Peters Parking Deck   8   Z2,749,,Fowler Street NW,33.77497462,-84.3935274
25020334,2/14/25 0:32,2/14/25 5:00,9999T,,Closed by Arrest,,NONCLERY,Z1,Tech Plaza Lot,501,,Tenth Street NW,33.78174345,-84.40492642
25020335,2/14/25 2:27,2/14/25 2:35,9999,,Active,,ONCAM,Z3,Instructional Center   55   Z3,759,,Ferst Drive NW,33.77544456,-84.40129783
25020355,2/14/25 18:45,2/17/25 1:36,23D,Theft From Building,Unfounded,Not Applicable,ONCAM,Z4,Campus Recreation Center,750,,Ferst Drive NW,33.77546401,-84.40349901
25020358,2/14/25 13:55,2/17/25 14:00,23D,Theft From Building,Active,Not Applicable,ONCAM,Z1,Ford Envir. Science & Technology  147  Z1,311,,Ferst Drive NW,33.77889662,-84.39603609
25020340,2/14/25 21:13,2/14/25 23:51,9999,,Active,,ONCAM,Z2,Georgia Tech Police Department   211   Z1,965,,Hemphill Avenue NW,33.781162,-84.403603
25020341,2/14/25 23:53,2/15/25 0:26,9999EMS,,Closed by Other Means,Not Applicable,ONCAMRES,Z4,Montag Residence Hall,845,,McMillan Street NW,33.77786259,-84.40391086
25020346,2/14/25 18:05,2/14/25 18:18,23D,Theft From Building,Unfounded,Not Applicable,ONCAMRES,Z2,NAA South  191  Z2,120,,North Avenue NW,33.76932,-84.39182
25020336,2/14/25 3:37,2/14/25 5:10,9999T,,Closed by Arrest,Not Applicable,PUB,Z4,Tenth Street @ Northside Drive  Z4,,,Tenth Street NW & Northside Drive NW,33.781583,-84.407442
25020336,2/14/25 3:37,2/14/25 5:10,90Z,All Other Offenses,Closed by Arrest,Not Applicable,PUB,Z4,Tenth Street @ Northside Drive  Z4,,,Tenth Street NW & Northside Drive NW,33.781583,-84.407442
25030573,2/14/25 6:30,3/12/25 nan,9999,,Active,Not Applicable,ONCAM,Z2,Fifth Street @ Spring Street   Z2,,,Fifth Street NW & Spring Street NW,33.776853,-84.388807
25020330,2/13/25 7:45,2/13/25 15:50,9999T,,Closed by Other Means,Prosecution Declined,ONCAM,Z1,McCamish Pavilion Lot,965,,FOWLER ST NW,,
25020332,2/13/25 18:50,2/13/25 19:15,11D,Fondling,Closed by Exception,Prosecution Declined,ONCAM,Z4,Campus Recreation Center,750,,Ferst Drive NW,33.77546401,-84.40349901
25020369,2/13/25 10:46,2/13/25 11:00,13C,Intimidation,Closed by Other Means,Not Applicable,ONCAM,Z2,NAA Dining Hall,120,,North Avenue NW,33.77101,-84.3913
25020357,2/13/25 14:20,2/13/25 14:35,9999,,Active,,ONCAM,Z2,Georgia Tech Police Department   211   Z1,965,,Hemphill Avenue NW,33.781162,-84.403603
25020331,2/13/25 13:00,2/13/25 16:35,9999,,Closed by Other Means,Not Applicable,ONCAM,Z2,Global Learning Center,84,,Fifth Street NW,33.77632934,-84.38995185
25020329,2/13/25 14:20,2/13/25 14:20,9999,,Inactive,,ONCAM,Z4,Science Square   785,387,,Technology Circle NW,33.769723,-84.402277
25020383,2/13/25 13:22,2/17/25 7:50,23H,All Other Larceny,Closed by Other Means,Not Applicable,NONCLERY,OFFCAM,Chabad House,471,,Tenth Street  NW,,
25020383,2/13/25 13:22,2/17/25 7:50,9999,,Closed by Other Means,Not Applicable,NONCLERY,OFFCAM,Chabad House,471,,Tenth Street  NW,,
25020326,2/12/25 21:06,2/12/25 21:08,9999T,,Active,Not Applicable,ONCAM,Z1,Tenth Street @ Fowler Street,,,Tenth Street NW & Fowler Street NW,33.78153,-84.393571
25020324,2/12/25 17:22,2/12/25 18:38,90Z,All Other Offenses,Closed by Arrest,Not Applicable,ONCAM,Z2,Clough Undergraduate Learning Commons  166  Z2,266,,Fourth Street NW,33.7746818,-84.39637939
25020324,2/12/25 17:22,2/12/25 18:38,23D,Theft From Building,Closed by Arrest,Not Applicable,ONCAM,Z2,Clough Undergraduate Learning Commons  166  Z2,266,,Fourth Street NW,33.7746818,-84.39637939
25020323,2/12/25 15:45,2/12/25 16:15,9999,,Closed by Other Means,Not Applicable,ONCAM,,,315,,Ferst Drive NW,33.77897777,-84.39726185
25020377,2/12/25 8:00,2/16/25 18:00,240,Motor Vehicle Theft,Inactive,Not Applicable,ONCAM,Z2,Library   77   Z2,260,,Fourth Street NW,33.77431732,-84.39572383
25020318,2/12/25 11:15,2/12/25 11:23,9999,,Closed by Other Means,Not Applicable,ONCAM,Z2,Coon Building   45   Z2,654,,Cherry Street NW,33.7728076,-84.39585341
25020319,2/12/25 12:21,nan nan,9999V,,Active,,ONCAM,,Student Center   104   Z3,351,,Ferst Drive NW,33.77413608,-84.39881802
25020325,2/12/25 15:00,2/12/25 20:05,9999T,,Closed by Other Means,Not Applicable,ONCAM,Z4,Campus Recreation Center Parking Deck  162  Z4,750,,Ferst Drive NW,33.77619076,-84.40390717
25020325,2/12/25 15:00,2/12/25 20:05,9999T,,Closed by Other Means,Not Applicable,ONCAM,Z4,Campus Recreation Center Parking Deck  162  Z4,750,,Ferst Drive NW,33.77619076,-84.40390717
25020322,2/12/25 13:53,2/12/25 16:52,90Z,All Other Offenses,,,NONCLERY,Z4,,740,,MARIETTA ST NW,,
25020321,2/11/25 19:00,2/11/25 22:30,23D,Theft From Building,Inactive,Not Applicable,ONCAM,Z2,Clough Undergrad Commons,266,NW,Fourth Street,,
25020328,2/11/25 0:00,2/11/25 23:59,8399,,Active,,ONCAM,Z3,,460,,Fourth St NW,,
25020307,2/11/25 12:20,2/11/25 12:21,9999T,,Inactive,,ONCAM,Z3,Ferst Drive in front of Student Center lot,,,,33.77413608,-84.39881802
25020307,2/11/25 12:20,2/11/25 12:21,9999,,Inactive,,ONCAM,Z3,Ferst Drive in front of Student Center lot,,,,33.77413608,-84.39881802
25020316,2/11/25 21:30,2/12/25 7:00,26B,Credit Card/Automated Teller Machine Fraud,Closed by Other Means,Not Applicable,ONCAM,Z2,Georgia Tech Police Department   211   Z1,965,,Hemphill Avenue NW,33.781162,-84.403603
25020316,2/11/25 21:30,2/12/25 7:00,23H,All Other Larceny,Closed by Other Means,Not Applicable,ONCAM,Z2,Georgia Tech Police Department   211   Z1,965,,Hemphill Avenue NW,33.781162,-84.403603
25020306,2/11/25 5:05,2/11/25 7:00,90J,Trespass of Real Property,Inactive,Not Applicable,ONCAMRES,Z2,Field Residence Hall,711,,Techwood Drive NW,33.77420925,-84.39165079
25020314,2/11/25 18:13,2/11/22 18:13,9999,,Closed by Other Means,Not Applicable,ONCAM,Z3,Student Center,350,,Ferst Drive NW,33.77413608,-84.39881802
25020305,2/11/25 3:13,2/11/25 4:20,90D,Driving Under the Influence,Closed by Arrest,Not Applicable,PUB,Z4,,,,NORTHSIDE DR NW,,
25020305,2/11/25 3:13,2/11/25 4:20,9999T,,Closed by Arrest,Not Applicable,PUB,Z4,,,,NORTHSIDE DR NW,,
25020305,2/11/25 3:13,2/11/25 4:20,9999T,,Closed by Arrest,Not Applicable,PUB,Z4,,,,NORTHSIDE DR NW,,
25020302,2/11/25 1:38,2/11/25 1:41,35A,Drug/Narcotic Violations,Closed by Arrest,Not Applicable,NONCLERY,Z4,Northside Drive @ Eleventh Street  Z4,,,Northside Drive NW & Eleventh Street NW,33.783014,-84.407489
25020309,2/11/25 13:50,nan nan,9999V,,Active,,ONCAM,,Aquatic Center Lot   z4,333,,Tech Parkway NW,,
25020303,2/11/25 1:45,2/11/25 2:08,9999T,,Closed by Other Means,Not Applicable,NONCLERY,Z1,,900,,Northside Drive NW,,
25020313,2/11/25 17:45,nan nan,9999V,,Active,,ONCAM,,Campus Recreation Center   160   Z4,750,,Ferst Drive NW,33.77546401,-84.40349901
25020317,2/11/25 17:00,2/12/25 11:00,23D,Theft From Building,Unfounded,Not Applicable,ONCAM,Z4,Student Center,350,NW,Ferst Dr,33.781162,-84.403603
25020315,2/11/25 20:42,2/11/25 20:43,9999EMS,,Closed by Other Means,Not Applicable,ONCAM,Z4,Campus Recreation Center   160   Z4,750,,Ferst Drive NW,33.77546401,-84.40349901
25020288,2/10/25 0:03,2/10/25 0:45,9999EMS,,Closed by Other Means,Not Applicable,NONCLERY,Z2,Kinetic,1025,,Spring Street NW,33.78264334,-84.38884563
25020296,2/10/25 15:00,2/10/25 15:15,23D,Theft From Building,Inactive,Not Applicable,ONCAM,Z3,Instructional Center,759,,Ferst Drive NW,,
25020298,2/10/25 18:15,2/10/25 19:00,9999,,Closed by Other Means,Not Applicable,ONCAM,Z4,Campus Recreation Center,750,,Ferst Drive NW,33.781162,-84.403603
25020293,2/10/25 13:17,2/10/25 13:29,9999,,Active,Not Applicable,ONCAM,Z2,Administration (Tech Tower)  35   Z2,225,,North Avenue NW,33.77248586,-84.39467721
25020299,2/10/25 12:53,2/10/25 12:53,13B,Simple Assault,Closed by Other Means,Not Applicable,ONCAM,Z2,Brittain Rec   072   Z2,658,,Williams Street NW,33.772525,-84.391132
25020300,2/10/25 20:00,2/10/25 20:03,290,Destruction/Damage/Vandalism of Property,Active,Not Applicable,PUB,Z1,Ferst Drive @ Plum Street,,,Ferst Drive @ Plum Street,33.77761508,-84.3948266
25020290,2/10/25 2:58,2/10/25 3:29,9999T,,Closed by Other Means,Not Applicable,PUB,Z4,Tech Parkway @ Regents Drive  Z4,,,Tech Parkway NW & Regents Drive NW,33.773879,-84.402724
25020295,2/10/25 12:11,2/10/25 12:11,9999T,,Inactive,Not Applicable,PUB,Z4,Freeman Residence Hall   117   Z4,835,,McMillan Street NW,33.77755033,-84.40392021
25020295,2/10/25 12:11,2/10/25 12:11,9999T,,Inactive,Not Applicable,PUB,Z4,Freeman Residence Hall   117   Z4,835,,McMillan Street NW,33.77755033,-84.40392021
25020295,2/10/25 12:11,2/10/25 12:11,9999,,Inactive,Not Applicable,PUB,Z4,Freeman Residence Hall   117   Z4,835,,McMillan Street NW,33.77755033,-84.40392021
25020294,2/10/25 13:41,2/10/25 13:42,9999F,,Closed by Other Means,,ONCAM,Z3,Bunger Henry Building   86  Z3,778,,Atlantic Drive NW,33.77564885,-84.3982697
25020297,2/10/25 17:46,nan nan,9999V,,Active,,ONCAMRES,,Fitten Residence Hall   119   Z4,855,,McMillan Street NW,33.77822144,-84.40373472
25020320,2/10/25 11:30,nan nan,23H,All Other Larceny,Closed by Exception,Prosecution Declined,ONCAM,Z2,Georgia Tech Police Department   211   Z1,965,,Hemphill Avenue NW,33.781162,-84.403603
25020284,2/9/25 2:10,2/9/25 3:18,9999T,,Closed by Arrest,Not Applicable,ONCAM,Z1,GTRI Conference Center Parking Deck  141B  Z1,250,,Fourteenth Street NW,33.7852,-84.395301
25020284,2/9/25 2:10,2/9/25 3:18,35A,Drug/Narcotic Violations,Closed by Arrest,Not Applicable,ONCAM,Z1,GTRI Conference Center Parking Deck  141B  Z1,250,,Fourteenth Street NW,33.7852,-84.395301
25020284,2/9/25 2:10,2/9/25 3:18,9999,,Closed by Arrest,Not Applicable,ONCAM,Z1,GTRI Conference Center Parking Deck  141B  Z1,250,,Fourteenth Street NW,33.7852,-84.395301
25020285,2/9/25 7:43,2/9/25 7:56,90C,Disorderly Conduct,Closed by Arrest,Not Applicable,ONCAM,Z1,McCamish Pavilion   73   Z1,965,,Fowler Street NW,33.78067585,-84.39276636
25020283,2/9/25 1:12,2/9/25 2:04,8399,,Closed by Exception,Prosecution Declined,ONCAM,Z2,Scheller College of Business,800,,West Peachtree Street NW,33.77628053,-84.38801865
25020283,2/9/25 1:12,2/9/25 2:04,90G,Liquor Law Violations,Closed by Exception,Prosecution Declined,ONCAM,Z2,Scheller College of Business,800,,West Peachtree Street NW,33.77628053,-84.38801865
25020289,2/9/25 23:50,2/10/25 0:51,9999,,Active,Not Applicable,ONCAM,Z3,Instructional Center   55   Z3,759,,Ferst Drive NW,33.77544456,-84.40129783
25020282,2/9/25 0:57,2/9/25 2:11,9999T,,Active,Not Applicable,PUB,OFFCAM,Intersection of Tenth St.  NW and Williams St.  NW,,,Tenth St.  NW,33.78152,-84.39058
25020282,2/9/25 0:57,2/9/25 2:11,9999T,,Active,Not Applicable,PUB,OFFCAM,Intersection of Tenth St.  NW and Williams St.  NW,,,Tenth St.  NW,33.78152,-84.39058
25020282,2/9/25 0:57,2/9/25 2:11,9999W,,Active,Not Applicable,PUB,OFFCAM,Intersection of Tenth St.  NW and Williams St.  NW,,,Tenth St.  NW,33.78152,-84.39058
25020287,2/9/25 4:00,2/9/25 12:15,9999EMS,,Closed by Other Means,,ONCAMRES,Z4,Folk Residence Hall,531,,Turner Place NW,33.77891622,-84.40483993
25030504,2/9/25 18:00,3/6/25 11:00,9999,,Active,,ONCAMRES,Z4,Eighth Street Apartments   130   Z4,555,,Eighth Street NW,33.78012873,-84.40513865
25020271,2/8/25 12:40,2/8/25 12:41,9999T,,Inactive,Not Applicable,ONCAM,Z4,Aquatic Center  140  Z4,333,,Tech Parkway NW,33.7756741,-84.40419044
25020271,2/8/25 12:40,2/8/25 12:41,9999T,,Inactive,Not Applicable,ONCAM,Z4,Aquatic Center  140  Z4,333,,Tech Parkway NW,33.7756741,-84.40419044
25020277,2/8/25 17:48,2/8/25 18:15,9999,,Closed by Other Means,Not Applicable,ONCAM,Z4,Campus Recreation Center   160   Z4,750,,Ferst Drive NW,33.77546401,-84.40349901
25020272,2/8/25 13:58,2/8/25 14:30,9999EMS,,Closed by Other Means,Not Applicable,ONCAM,,,750,,Ferst Drive NW,33.776854,-84.403665
25020275,2/8/25 13:45,2/8/25 17:49,9999,,Closed by Other Means,,ONCAM,Z3,,,,TECH PKWY NW,33.77135,-84.39616
25020279,2/8/25 22:10,2/8/25 23:01,9999,,Closed by Other Means,Not Applicable,ONCAM,Z2,NAA Turnaround   191   Z2,120,,North Avenue NW,33.77005,-84.39162
25020265,2/8/25 0:07,2/8/25 3:00,T-Bike,,Closed by Arrest,Not Applicable,ONCAM,Z2,Brittain Dining Hall   12   Z2,649,,Techwood Drive NW,33.77244627,-84.39130325
25020265,2/8/25 0:07,2/8/25 3:00,90Z,All Other Offenses,Closed by Arrest,Not Applicable,ONCAM,Z2,Brittain Dining Hall   12   Z2,649,,Techwood Drive NW,33.77244627,-84.39130325
25020265,2/8/25 0:07,2/8/25 3:00,35A,Drug/Narcotic Violations,Closed by Arrest,Not Applicable,ONCAM,Z2,Brittain Dining Hall   12   Z2,649,,Techwood Drive NW,33.77244627,-84.39130325
25020267,2/8/25 2:55,2/8/25 3:12,8399,,Closed by Exception,Prosecution Declined,ONCAM,Z2,Ferst Drive @ Cherry Street (Uncle Heinie)  Z2,,,Ferst Drive @ Cherry Street,33.772387,-84.395512
25020267,2/8/25 2:55,2/8/25 3:12,90G,Liquor Law Violations,Closed by Exception,Prosecution Declined,ONCAM,Z2,Ferst Drive @ Cherry Street (Uncle Heinie)  Z2,,,Ferst Drive @ Cherry Street,33.772387,-84.395512
25020278,2/8/25 18:01,2/8/25 18:28,90D,Driving Under the Influence,Closed by Arrest,Not Applicable,PUB,Z1,Tenth Street @ Center Street  Z1,,,Tenth Street @ Center Street NW,33.78154,-84.402699
25020371,2/8/25 12:39,2/10/25 12:00,290,Destruction/Damage/Vandalism of Property,Inactive,Not Applicable,ONCAM,Z1,O'Keefe Building   33   Z1,151,,Sixth Street NW,33.7738,-84.3945
25020274,2/8/25 15:56,2/8/25 17:32,9999,,Closed by Other Means,Not Applicable,ONCAMRES,Z4,Nelson and Shell Undergraduate Living Center,580,,Turner Place NW,33.77817418,-84.40548218
25020269,2/8/25 10:38,2/8/25 12:04,9999W,,Closed by Arrest,Not Applicable,ONCAM,Z1,Georgia Tech Police Department,965,,Hemphill Avenue NW,33.781162,-84.403603
25020281,2/8/25 18:00,2/9/25 0:05,240,Motor Vehicle Theft,Inactive,Not Applicable,ONCAM,Z2,Technology Square Research Building,85,,Fifth Street  NW,,
25020286,2/8/25 20:00,2/9/25 11:30,9999T,,Closed by Arrest,Not Applicable,NONCAM,Z1,Phi Gamma Delta Fraternity House,166,,6th Street NW,33.77762094,-84.3932627
25020286,2/8/25 20:00,2/9/25 11:30,9999T,,Closed by Arrest,Not Applicable,NONCAM,Z1,Phi Gamma Delta Fraternity House,166,,6th Street NW,33.77762094,-84.3932627
25020276,2/8/25 17:04,2/8/25 17:05,9999,,Closed by Other Means,,ONCAM,Z2,Bobby Dodd Stadium,155,,North Avenue NW,33.771865,-84.393316
25020270,2/8/25 12:32,2/8/25 13:30,9999EMS,,Closed by Other Means,Not Applicable,ONCAM,,,750,,Ferst Drive NW,33.77546401,-84.40349901
25020256,2/7/25 3:51,2/7/25 4:10,35A,Drug/Narcotic Violations,Closed by Arrest,Not Applicable,NONCLERY,Z2,Spring Street @ Linden Avenue  Z2,,,Spring Street @ Linden Avenue NW,33.77004,-84.388883
25020261,2/7/25 11:00,2/7/25 17:10,T-Bike,,Inactive,Not Applicable,NONCLERY,OFFCAM,Coda Building,756,,West Peachtree Street NW,,
25020268,2/7/25 19:31,2/7/25 22:09,9999,,Closed by Other Means,Not Applicable,ONCAM,Z2,Georgia Tech Police Department   211   Z1,965,,Hemphill Avenue NW,33.781162,-84.403603
25020255,2/7/25 3:46,2/7/25 3:50,9999,,Active,Not Applicable,ONCAM,Z1,Molecular Science & Engineering Building   167   Z1,901,,Atlantic Drive NW,33.7798386,-84.39669326
25020338,2/7/25 18:00,2/7/25 18:01,23D,Theft From Building,Inactive,Not Applicable,ONCAM,Z2,Swann Building,613,,Cherry Street NW,33.77169796,-84.39528416
25020254,2/7/25 2:23,nan nan,9999V,,Active,,ONCAM,,NAA Dining Hall   191   Z2,120,,North Avenue NW,33.77101,-84.3913
25020292,2/7/25 12:29,2/10/25 14:02,9999,,Active,,ONCAM,Z2,Academy of Medicine   198   Z2,875,,West Peachtree Street NW,33.77836802,-84.38668802
25020246,2/6/25 3:48,2/6/25 4:45,90D,Driving Under the Influence,Closed by Arrest,Not Applicable,NONCLERY,Z2,,,,WEST PEACHTREE,,
25020246,2/6/25 3:48,2/6/25 4:45,35A,Drug/Narcotic Violations,Closed by Arrest,Not Applicable,NONCLERY,Z2,,,,WEST PEACHTREE,,
25020249,2/6/25 12:00,nan nan,9999,,Active,,NONCAM,OFFCAM,,965,,Hemphill Ave NW,,
25020250,2/6/25 11:41,2/6/25 12:15,9999F,,Closed by Other Means,,ONCAMRES,Z1,Graduate Living Center   52  Z1,301,,Tenth Street NW,33.78195744,-84.39660566
25020253,2/6/25 23:04,2/6/25 23:50,9999T,,Closed by Arrest,Not Applicable,PUB,Z2,Fifth Street @ Techwood Drive  Z2,,,Fifth Street NW & Techwood Drive NW,33.776916,-84.39212
25020257,2/6/25 17:10,2/6/25 17:10,9999,,,,NONCLERY,OFFCAM,Off-Campus,,,,33.781162,-84.403603
25020252,2/6/25 20:11,nan nan,9999V,,Active,,ONCAM,,Campus Recreation Center   160   Z4,750,,Ferst Drive NW,33.77546401,-84.40349901
25020311,2/6/25 nan,2/11/25 16:44,9999,,Active,,ONCAM,Z1,Georgia Tech Police Department,965,,Hemphill Ave NW,33.7798386,-84.39669326
25020248,2/6/25 10:15,2/6/25 10:18,9999,,Closed by Other Means,Not Applicable,ONCAM,Z4,West Village Dining Commons   209   Z4,532,,Eighth Street NW,33.779285,-84.404688
25020375,2/6/25 18:40,2/6/25 18:45,9999,,Closed by Other Means,Not Applicable,ONCAM,Z2,Clough,266,,Fourth Street NW,33.77431732,-84.39572383
25020238,2/5/25 5:16,2/5/25 7:24,9999T,,Closed by Arrest,Not Applicable,PUB,Z2,Hanson Residence Hall   93   Z2,109,,Bobby Dodd Way NW,33.7741942,-84.39093621
25020238,2/5/25 5:16,2/5/25 7:24,9999,,Closed by Arrest,Not Applicable,PUB,Z2,Hanson Residence Hall   93   Z2,109,,Bobby Dodd Way NW,33.7741942,-84.39093621
25020241,2/5/25 13:53,nan nan,9999V,,Active,,ONCAM,,Alumni Faculty House   3   Z2,190,,North Avenue NW,33.7710217,-84.39350159
25020244,2/5/25 16:44,2/5/25 17:30,9999T,,Closed by Other Means,Not Applicable,PUB,Z4,Ferst Drive @ Hemphill Avenue,,,Ferst Drive @ Hemphill Avenue NW,33.778497,-84.40137
25020240,2/5/25 9:30,2/5/25 10:00,26A,False Pretenses/Swindle/Confidence Game,Closed by Other Means,Not Applicable,ONCAM,Z2,Waffle House,66,,Fifth Street NW,33.776725,-84.389468
25020237,2/5/25 1:50,2/5/25 2:30,9999T,,Closed by Arrest,Not Applicable,PUB,Z2,North Avenue @ Luckie Street  Z2,,,North Avenue NW & Luckie Street NW,33.771329,-84.39618
25020237,2/5/25 1:50,2/5/25 2:30,35A,Drug/Narcotic Violations,Closed by Arrest,Not Applicable,PUB,Z2,North Avenue @ Luckie Street  Z2,,,North Avenue NW & Luckie Street NW,33.771329,-84.39618
25020242,2/5/25 15:02,2/5/25 15:02,220,Burglary/Breaking & Entering,Closed by Arrest,Not Applicable,ONCAM,OFFCAM,Georgia Tech Police Department   211   Z1,965,,Hemphill Avenue NW,33.781162,-84.403603
25020242,2/5/25 15:02,2/5/25 15:02,9999,,Closed by Arrest,Not Applicable,ONCAM,OFFCAM,Georgia Tech Police Department   211   Z1,965,,Hemphill Avenue NW,33.781162,-84.403603
25020242,2/5/25 15:02,2/5/25 15:02,23D,Theft From Building,Closed by Arrest,Not Applicable,ONCAM,OFFCAM,Georgia Tech Police Department   211   Z1,965,,Hemphill Avenue NW,33.781162,-84.403603
25020234,2/4/25 12:30,2/4/25 14:45,23D,Theft From Building,Closed by Other Means,Not Applicable,ONCAM,Z2,Clough Undergraduate Learning Commons,266,,Fourth Street NW,33.7746818,-84.39637939
25020232,2/4/25 9:07,2/4/25 9:08,9999,,Closed by Other Means,,ONCAM,Z3,Student Center Loading Dock,351,,Ferst Drive NW,33.773715,-84.398817
25020235,2/4/25 8:00,2/4/25 13:00,23F,Theft From Motor Vehicle,Inactive,Not Applicable,ONCAM,Z4,Curran Street Parking Deck,875,,Curran Street NW,33.779187,-84.405328
25020235,2/4/25 8:00,2/4/25 13:00,280,Stolen Property Offenses,Inactive,Not Applicable,ONCAM,Z4,Curran Street Parking Deck,875,,Curran Street NW,33.779187,-84.405328
25020236,2/4/25 22:36,2/5/25 0:00,8399,,Closed by Exception,Prosecution Declined,ONCAM,Z2,Library   77   Z2,260,,Fourth Street NW,33.77431732,-84.39572383
25020236,2/4/25 22:36,2/5/25 0:00,250,Counterfeiting/Forgery,Closed by Exception,Prosecution Declined,ONCAM,Z2,Library   77   Z2,260,,Fourth Street NW,33.77431732,-84.39572383
25020231,2/4/25 2:52,2/4/25 4:14,9999W,,Closed by Arrest,Not Applicable,PUB,Z2,Bobby Dodd Way & Fowler Street  Z2,,,Bobby Dodd Way NW & Fowler Street NW,33.773916,-84.393686
25020230,2/4/25 2:08,2/4/25 3:28,9999,,Active,Not Applicable,ONCAM,Z3,Instructional Center   55   Z3,759,,Ferst Drive NW,33.77544456,-84.40129783
25020230,2/4/25 2:08,2/4/25 3:28,9999,,Active,Not Applicable,ONCAM,Z3,Instructional Center   55   Z3,759,,Ferst Drive NW,33.77544456,-84.40129783
25020227,2/3/25 18:46,2/3/25 20:17,9999W,,Closed by Arrest,,ONCAM,Z2,Biltmore Hotel   876   Z2,817,,West Peachtree Street NE,33.77696,-84.38697
25020227,2/3/25 18:46,2/3/25 20:17,9999CTW,,Closed by Arrest,,ONCAM,Z2,Biltmore Hotel   876   Z2,817,,West Peachtree Street NE,33.77696,-84.38697
25020224,2/3/25 11:40,nan nan,9999V,,Active,,ONCAM,,Klaus Advanced Computing Building   153   Z3,266,,Ferst Drive NW,33.77716232,-84.39618136
25020229,2/3/25 23:24,2/3/25 23:31,90D,Driving Under the Influence,Closed by Arrest,Not Applicable,PUB,Z2,Fifth Street @ Spring Street   Z2,,,Fifth Street NW & Spring Street NW,33.776853,-84.388807
25020225,2/3/25 16:29,2/3/25 16:30,220,Burglary/Breaking & Entering,Closed by Arrest,Not Applicable,ONCAM,Z2,Clough Undergraduate Learning Commons,266,,Fourth Street NW,33.7746818,-84.39637939
25020225,2/3/25 16:29,2/3/25 16:30,23D,Theft From Building,Closed by Arrest,Not Applicable,ONCAM,Z2,Clough Undergraduate Learning Commons,266,,Fourth Street NW,33.7746818,-84.39637939
25020221,2/2/25 10:18,2/2/25 10:24,9999,,Closed by Other Means,Not Applicable,ONCAM,Z4,Tenth Street & Hemphill Avenue NW,,NW,Tenth Street & Hemphill Avenue,33.781162,-84.403603
25020222,2/2/25 14:50,2/2/25 14:50,9999,,Closed by Other Means,Not Applicable,ONCAM,Z1,Georgia Tech Police Department,965,,Hemphill Avenue NW,33.781162,-84.403603
25020220,2/2/25 3:19,2/2/25 4:15,9999,,Closed by Other Means,Not Applicable,PUB,Z2, North Avenue @ Techwood Drive,,, North Avenue @ Tech wood Drive i North Avenue @ Techwood Drive,33.77170733,-84.39125155
